List of all the Forecast Locations by Program / Liste de tous les emplacements de prévisions par programme,,,,,,
CODE,NAME,NOM,PROGRAMS,PROGRAMMES,PROVINCE/WATERBODY 2 PROVINCE/PLAN D'EAU 2,PROVINCE/WATERBODY MOD. PROVINCE/PLAN D'EAU MOD.
084600,Elk Valley,vallée de la rivière Elk,Public,Public,BC,BC
084600,Elk Valley,vallée de la rivière Elk,Air Quality,Qualité de l'air,BC,BC
085100,North Thompson,Thompson Nord,Public,Public,BC,BC
085100,North Thompson,Thompson Nord,Air Quality,Qualité de l'air,BC,BC
085200,North Columbia,Columbia Nord,Public,Public,BC,BC
085200,North Columbia,Columbia Nord,Air Quality,Qualité de l'air,BC,BC
085300,Kinbasket,Kinbasket,Public,Public,BC,BC
085300,Kinbasket,Kinbasket,Air Quality,Qualité de l'air,BC,BC
085400,West Columbia,Columbia Ouest,Public,Public,BC,BC
085400,West Columbia,Columbia Ouest,Air Quality,Qualité de l'air,BC,BC
085500,East Columbia,Columbia Est,Public,Public,BC,BC
085500,East Columbia,Columbia Est,Air Quality,Qualité de l'air,BC,BC
085600,Yoho Park - Kootenay Park,parc national Yoho - parc national Kootenay,Public,Public,BC,BC
085600,Yoho Park - Kootenay Park,parc national Yoho - parc national Kootenay,Air Quality,Qualité de l'air,BC,BC
086100,Chilcotin,Chilcotin,Public,Public,BC,BC
086100,Chilcotin,Chilcotin,Air Quality,Qualité de l'air,BC,BC
086200,Cariboo,Cariboo,Public,Public,BC,BC
086210,Cariboo - north including Quesnel,Cariboo - nord incluant Quesnel,Public,Public,BC,BC
086210,Cariboo - north including Quesnel,Cariboo - nord incluant Quesnel,Air Quality,Qualité de l'air,BC,BC
086220,Cariboo - south including Williams Lake,Cariboo - sud incluant Williams Lake,Public,Public,BC,BC
086220,Cariboo - south including Williams Lake,Cariboo - sud incluant Williams Lake,Air Quality,Qualité de l'air,BC,BC
086300,100 Mile,100 Mile,Public,Public,BC,BC
086300,100 Mile,100 Mile,Air Quality,Qualité de l'air,BC,BC
086400,Yellowhead,Yellowhead,Public,Public,BC,BC
086400,Yellowhead,Yellowhead,Air Quality,Qualité de l'air,BC,BC
087100,Bulkley Valley and the Lakes District,vallée de Bulkley et le district des lacs,Public,Public,BC,BC
087110,Bulkley Valley,vallée de Bulkley,Public,Public,BC,BC
087110,Bulkley Valley,vallée de Bulkley,Air Quality,Qualité de l'air,BC,BC
087120,Lakes District,district des lacs,Public,Public,BC,BC
087120,Lakes District,district des lacs,Air Quality,Qualité de l'air,BC,BC
087200,Williston,Williston,Public,Public,BC,BC
087200,Williston,Williston,Air Quality,Qualité de l'air,BC,BC
087300,B.C. Peace River,rivière de la Paix C.-B.,Public,Public,BC,BC
087310,B.C. South Peace River,rivière de la Paix Sud C.-B.,Public,Public,BC,BC
087310,B.C. South Peace River,rivière de la Paix Sud C.-B.,Air Quality,Qualité de l'air,BC,BC
087320,B.C. North Peace River,rivière de la Paix Nord C.-B.,Public,Public,BC,BC
087320,B.C. North Peace River,rivière de la Paix Nord C.-B.,Air Quality,Qualité de l'air,BC,BC
087410,Stuart - Nechako,Stuart - Nechako,Public,Public,BC,BC
087410,Stuart - Nechako,Stuart - Nechako,Air Quality,Qualité de l'air,BC,BC
087420,Prince George,Prince George,Public,Public,BC,BC
087420,Prince George,Prince George,Air Quality,Qualité de l'air,BC,BC
087500,McGregor,McGregor,Public,Public,BC,BC
087500,McGregor,McGregor,Air Quality,Qualité de l'air,BC,BC
088100,Fort Nelson,Fort Nelson,Public,Public,BC,BC
088100,Fort Nelson,Fort Nelson,Air Quality,Qualité de l'air,BC,BC
088200,Muncho Lake Park - Stone Mountain Park,Muncho Lake Park et Stone Mountain Park,Public,Public,BC,BC
088200,Muncho Lake Park - Stone Mountain Park,Muncho Lake Park et Stone Mountain Park,Air Quality,Qualité de l'air,BC,BC
088300,Watson Lake,Watson Lake,Air Quality,Qualité de l'air,BC,BC
088300,Watson Lake,Watson Lake,Public,Public,BC,BC
088300-092300,Watson Lake,Watson Lake,Services,Services,"BC,YT","BC,YT"
088400,BC088400,BC088400,Services,Services,BC,BC
088500,BC088500,BC088500,Services,Services,BC,BC
088600,BC088600,BC088600,Services,Services,BC,BC
088700,BC088700,BC088700,Services,Services,BC,BC
089100,North Coast - coastal sections,côte nord - secteurs côtiers,Public,Public,BC,BC
089100,North Coast - coastal sections,côte nord - secteurs côtiers,Air Quality,Qualité de l'air,BC,BC
089110,BCZ911,BCZ911,UGC,CGU,BC,BC
089120,BCZ912,BCZ912,UGC,CGU,BC,BC
089200,North Coast - inland sections,côte nord - secteurs intérieurs,Public,Public,BC,BC
089210,North Coast - inland including Terrace,côte nord - secteurs de l'intérieur incluant Terrace,Public,Public,BC,BC
089210,North Coast - inland including Terrace,côte nord - secteurs de l'intérieur incluant Terrace,Air Quality,Qualité de l'air,BC,BC
089210-089230,BCZ921,BCZ921,UGC,CGU,BC,BC
089220,BCZ922,BCZ922,UGC,CGU,BC,BC
089220,North Coast - inland including Kitimat,côte nord - secteurs de l'intérieur incluant Kitimat,Public,Public,BC,BC
089220,North Coast - inland including Kitimat,côte nord - secteurs de l'intérieur incluant Kitimat,Air Quality,Qualité de l'air,BC,BC
089230,North Coast - inland including Stewart,côte nord - secteurs de l'intérieur incluant Stewart,Public,Public,BC,BC
089230,North Coast - inland including Stewart,côte nord - secteurs de l'intérieur incluant Stewart,Air Quality,Qualité de l'air,BC,BC
089300,Dease Lake,Dease Lake,Public,Public,BC,BC
089300,Dease Lake,Dease Lake,Air Quality,Qualité de l'air,BC,BC
089400,Cassiar Mountains,chaîne des Cassiars,Air Quality,Qualité de l'air,BC,BC
089400,Cassiar Mountains,chaîne des Cassiars,Public,Public,BC,BC
089400-092200,Cassiar Mountains,chaîne des Cassiars,Services,Services,"BC,YT","BC,YT"
089500,Teslin,Teslin,Air Quality,Qualité de l'air,BC,BC
089500,Teslin,Teslin,Public,Public,BC,BC
089500-092100,Teslin,Teslin,Services,Services,"BC,YT","BC,YT"
089600,Atlin,Atlin,Air Quality,Qualité de l'air,BC,BC
089600,Atlin,Atlin,Public,Public,BC,BC
089700,South Klondike Highway,route de Klondike Sud,Services,Services,BC,BC
089800,Haines Road,route de Haines,Services,Services,BC,BC
090001,Haines Road - Haines Junction to B.C. bdy,route de Haines - de Haines Junction à la frontière de la C.-B.,Services,Services,YT,YT
090002,South Klondike Highway - Carcross to B.C. bdy,route de Klondike Sud - de Carcross à la frontière de la C.-B.,Services,Services,YT,YT
090003,Yellowknife,Yellowknife,Air Quality,Qualité de l'air,NT,NT
090004,Inuvik,Inuvik,Air Quality,Qualité de l'air,NT,NT
090005,Iqaluit,Iqaluit,Air Quality,Qualité de l'air,NU,NU
090006,Whitehorse,Whitehorse,Air Quality,Qualité de l'air,YT,YT
090007,Fort Smith,Fort Smith,Air Quality,Qualité de l'air,NT,NT
090008,Arviat,Arviat,Air Quality,Qualité de l'air,NU,NU
090009,Kugluktuk,Kugluktuk,Air Quality,Qualité de l'air,NU,NU
090010,Norman Wells,Norman Wells,Air Quality,Qualité de l'air,NT,NT
090011,Coastline of Akpatok Island,littoral de l'île Akpatok,Coastal Flooding,Inondations côtières,NU,NU
090012,Coastline of Akimiski Island,littoral de l'île Akimiski,Coastal Flooding,Inondations côtières,NU,NU
090013,Coastline of the Charlton Island,littoral de l'île Charlton,Coastal Flooding,Inondations côtières,NU,NU
090014,Coastline of the Twin Islands,littoral des îles Twin,Coastal Flooding,Inondations côtières,NU,NU
090019,Southern Shoreline of Dolphin and Union Strait,rives sud du détroit du Dolphin et de l'Union,Coastal Flooding,Inondations côtières,NU,NU
090020,Southern Shoreline of Coronation Gulf incl. Kugluktuk and Grays Bay,rives sud du golfe Coronation incl. Kugluktuk et la baie Grays,Coastal Flooding,Inondations côtières,NU,NU
090021,Shorelines of Bathurst Inlet (Kiluhiqtuq) incl. Umingmaktok,rives de Bathurst Inlet (Kiluhiqtuq) incl. Umingmaktok,Coastal Flooding,Inondations côtières,NU,NU
090022,Coastline from Umingmaktok to Ellice River (Aulattivigřuaq) incl. Melbourne Isl. (Qikiqtaryuaq),littoral de Umingmaktok à la rivière Ellice (Aulattivigřuaq) incl. l'île Melbourne (Qikiqtaryuaq),Coastal Flooding,Inondations côtières,NU,NU
090023,Southern Shoreline of Queen Maud Gulf incl. Western Coastline of Adelaide Peninsula,rives sud de la baie de la Reine-Maud incl. le littoral ouest de la presqu'île Adelaide,Coastal Flooding,Inondations côtières,NU,NU
090025,Western Coastline of Boothia Peninsula incl. Wrottesley Inlet (Kanngiqłukruaq),littoral ouest de la presqu'île de Boothia incl. le bras Wrottesley (Kanngiqłukruaq),Coastal Flooding,Inondations côtières,NU,NU
090026,Western Coastline of Somerset Island: Aston Bay to Bellot Strait,littoral ouest de l'île Somerset : de la baie Aston au détroit de Bellot,Coastal Flooding,Inondations côtières,NU,NU
090027,Northern Coastline of Somerset Island incl. Garnier Bay (Kangiqsuk Tisuajulik),littoral nord de l'île Somerset incl. la baie Garnier (Kangiqsuk Tisuajulik),Coastal Flooding,Inondations côtières,NU,NU
090029,Eastern Coastline of Boothia Peninsla from Menchikoff Bay to Lord Mayor Bay,littoral est de la presqu'île de Boothia de la baie Menchikoff à la baie Lord Mayor,Coastal Flooding,Inondations côtières,NU,NU
090034,Eastern Coastline of Banks Isl. along Prince of Wales Strait (Ikirahak) incl. Jesse Bay,littoral est de l'île Banks le long du détroit Prince of Wales (Ikirahak) incl. la baie Jesse,Coastal Flooding,Inondations côtières,NT,NT
090035,Northwest Coastline of Victoria Isl. along the Prince of Wales Strait (Ikirahak),littoral nord-ouest de l'île Victoria le long du détroit Prince of Wales (Ikirahak),Coastal Flooding,Inondations côtières,NT,NT
090042,Northern Coastline of Victoria Island incl. Wynniatt Bay (Northwest Territories),littoral nord de l'île Victoria incl. la baie Wynniatt (Territoires du Nord-Ouest),Coastal Flooding,Inondations côtières,NT,NT
090043,Western Coastline of Prince of Wales Island incl. Ommanney Bay,littoral ouest de l'île Prince of Wales incl. la baie Ommanney,Coastal Flooding,Inondations côtières,NU,NU
090044,Eastern Coastline of Prince of Wales Island incl. Browne Bay,littoral est de l'île Prince of Wales incl. la baie Browne,Coastal Flooding,Inondations côtières,NU,NU
090045,Northern Coastline of Prince of Wales Isl. incl. Russell Isl. (Innilisimajuq),littoral nord de l'île Prince of Wales incl. l'île Russell (Innilisimajuq),Coastal Flooding,Inondations côtières,NU,NU
090047,Western Coastline of Bathurst Island incl. Qausuittuq National Park,littoral ouest de l'île Bathurst incl. le parc national Qausuittuq,Coastal Flooding,Inondations côtières,NU,NU
090048,Northern Coastline of Bathurst Island incl. Qausuittuq National Park,littoral nord de l'île Bathurst incl. le parc national Qausuittuq,Coastal Flooding,Inondations côtières,NU,NU
090049,Eastern Coastline of Bathurst Island,littoral est de l'île Bathurst,Coastal Flooding,Inondations côtières,NU,NU
090053,Northern Coastline of Devon Island,littoral nord de l'île Devon,Coastal Flooding,Inondations côtières,NU,NU
090054,Western Coastline of Devon Island - Eastern Shoreline of Wellington Channel,littoral ouest de l'île Devon - rives est du détroit de Wellington,Coastal Flooding,Inondations côtières,NU,NU
090057,Devon Island Coastline from Norfolk Inlet to Arthur Fjord,littoral de l'île Devon de l'inlet Norfolk au fjord Arthur,Coastal Flooding,Inondations côtières,NU,NU
090058,Coastline of Byam Martin Island,littoral de l'île Byam Martin,Coastal Flooding,Inondations côtières,NU,NU
090059,Eastern Coastline of Melville Island incl. Weatherall Bay,littoral est de l'île Melville incl. la baie Weatherall,Coastal Flooding,Inondations côtières,NU,NU
090061,Shoreline of Liddon Gulf (Kangikhokyoak Gulf),rives du golfe Liddon (golfe Kangikhokyoak),Coastal Flooding,Inondations côtières,NT,NT
090063,Western Coastline of Melville Island incl. Ibbett Bay,littoral ouest de l'île Melville incl. la baie Ibbett,Coastal Flooding,Inondations côtières,NT,NT
090064,Southwestern Coastline of Melville Isl. incl. Warrington Bay and Hardy Bay,littoral sud-ouest de l'île Melville incl. la baie Warrington et la baie Hardy,Coastal Flooding,Inondations côtières,NT,NT
090065,Coastline of Eglinton Island,littoral de l'île Eglinton,Coastal Flooding,Inondations côtières,NT,NT
090066,Western Coastline of Brodeur Peninsula,littoral ouest de la presqu'île Brodeur,Coastal Flooding,Inondations côtières,NU,NU
090067,Shoreline of Bernier Bay - Southern Shoreline of Brodeur Peninsula,rives de la baie Bernier - rives sud de la presqu'île Brodeur,Coastal Flooding,Inondations côtières,NU,NU
090068,Coastline of Crown Prince Frederik Island incl. Agu Bay,littoral de l'île Crown Prince Frederik incl. la baie Agu,Coastal Flooding,Inondations côtières,NU,NU
090069,Western Shoreline of Admirality Inlet incl. Jungersen Bay,rives ouest du bras Admiralty incl. la baie Jungersen,Coastal Flooding,Inondations côtières,NU,NU
090071,Northern Coastline of Brodeur Peninsula (Akuliaqattaup Nuvua),littoral nord de la presqu'île Brodeur (Akuliaqattaup Nuvua),Coastal Flooding,Inondations côtières,NU,NU
090076,Southwestern Shoreline of Roes Welcome Sound: Wager Bay to Fullerton,rives sud-ouest du détroit de Roes Welcome: de la baie Wager à Fullerton,Coastal Flooding,Inondations côtières,NU,NU
090077,Coastline of Ukkusiksalik Nat. Park incl. Wager Bay,littoral du parc nat. Ukkusiksalik incl. Wager Bay,Coastal Flooding,Inondations côtières,NU,NU
090078,Northwestern Shoreline of Roes Welcome Sound (Satliup Timaa),rives nord-ouest du détroit de Roes Welcome (Satliup Timaa),Coastal Flooding,Inondations côtières,NU,NU
090079,Western Coastline of Southampton Island incl. Comer Strait,littoral ouest de l'île Southampton incl. le détroit de Comer,Coastal Flooding,Inondations côtières,NU,NU
090080,Northeast Coastline of Southampton Isl. incl. Duke of York Bay and White Isl.,littoral nord-est de l'île Southampton incl. la baie Duke of York et l'île White,Coastal Flooding,Inondations côtières,NU,NU
090081,Northwest Coastline of Coats Island,littoral nord-ouest de l'île Coats,Coastal Flooding,Inondations côtières,NU,NU
090082,Southeast Coastline of Coats Island,littoral sud-est de l'île Coats,Coastal Flooding,Inondations côtières,NU,NU
090083,Western Coastline of Mansel Island,littoral ouest de l'île Mansel,Coastal Flooding,Inondations côtières,NU,NU
090084,Eastern Coastline of Mansel Island,littoral est de l'île Mansel,Coastal Flooding,Inondations côtières,NU,NU
090085,Western Coastline of Prince Patrick Island,littoral ouest de l'île Prince Patrick,Coastal Flooding,Inondations côtières,NT,NT
090088,Coastline of Brock Island,littoral de l'île Brock,Coastal Flooding,Inondations côtières,NT,NT
090090,Northern Coastline of Mackenzie King Island (N.W.T.),littoral nord de l'île Mackenzie King (T.N.-O.),Coastal Flooding,Inondations côtières,NT,NT
090091,Southern Coastline of Mackenzie King Island incl. Prince Gustaf Adolphus Sea (N.W.T.),littoral sud de l'île Mackenzie King incl. la mer du Prince-Gustave-Adolphe (T.N.-O.),Coastal Flooding,Inondations côtières,NT,NT
090092,Coastline of Lougheed Island,littoral de l'île Lougheed,Coastal Flooding,Inondations côtières,NU,NU
090093,Western and Northern Coastlines of Ellef Ringnes Island,littoraux ouest et nord de l'île Ellef Ringnes,Coastal Flooding,Inondations côtières,NU,NU
090094,Southern Coastline of Ellef Ringnes Island incl. King Christian Isl.,littoral sud de l'île Ellef Ringnes incl. l'île King Christian,Coastal Flooding,Inondations côtières,NU,NU
090095,Coastline of Meighen Island,littoral de l'île Meighen,Coastal Flooding,Inondations côtières,NU,NU
090096,Western Coastlines of Amund Ringnes Island and Cornwall Island,littoraux ouest de l'île Amund Ringnes et de l'île Cornwall,Coastal Flooding,Inondations côtières,NU,NU
090098,Eastern Coastlines of Amund Ringnes Island and Cornwall Island,littoraux est de l'île Amund Ringnes et de l'île Cornwall,Coastal Flooding,Inondations côtières,NU,NU
090099,Coastline of Graham Island,littoral de l'île Graham,Coastal Flooding,Inondations côtières,NU,NU
090100,Ellesmere Island Coastline: Beaumann Fjord - North Kent Isl.,littoral de l'île d'Ellesmere : fjord Beaumann - île North Kent,Coastal Flooding,Inondations côtières,NU,NU
090101,Shoreline of Eureka Sound,rives du détroit d'Eureka,Coastal Flooding,Inondations côtières,NU,NU
090102,Shoreline of Kane Basin incl. Alexandra Fiord,rives du bassin Kane incl. Alexandra Fiord,Coastal Flooding,Inondations côtières,NU,NU
090105,Eastern Coastline of Devon Island,littoral est de l'île Devon,Coastal Flooding,Inondations côtières,NU,NU
090106,Shoreline of Repulse Bay incl. Naujaat,rives de Repulse Bay incl. Naujaat,Coastal Flooding,Inondations côtières,NU,NU
090107,Southern Coastline of Melville Peninsula: Cape Clarke (Ipjuriktuup nuvua) to Blake Bay incl. Vansittart Isl.,littoral sud de la presqu'île Melville: du cap Clarke (Ipjuriktuup nuvua) à la baie Blake incl. l'île Vansittart,Coastal Flooding,Inondations côtières,NU,NU
090108,Southeastern Coastline of Melville Peninsula from Winter Isl. to Owlitteeweek Isl.,littoral sud-est de la presqu'île Melville de l'île Winter à l'île Owlitteeweek,Coastal Flooding,Inondations côtières,NU,NU
090110,Northern Shoreline of Fury and Hecla Strait (Agguup Tariunga),rives nord du détroit de Fury and Hecla (Agguup Tariunga),Coastal Flooding,Inondations côtières,NU,NU
090114,Coastline of the Nottingham Mill and Salisbury Islands,littoral des îles Nottingham - Mill - Salisbury,Coastal Flooding,Inondations côtières,NU,NU
090123,Northern Coastline of Bylot Island,littoral nord de l'île Bylot,Coastal Flooding,Inondations côtières,NU,NU
090125,Coastline of Charles Island,littoral de l'île Charles,Coastal Flooding,Inondations côtières,NU,NU
090126,Southern Shoreline of Fury and Hecla Strait (Agguup Tariunga),littoral sud du détroit de Fury and Hecla (Agguup Tariunga),Coastal Flooding,Inondations côtières,NU,NU
090128,Coastline of Sanikiluaq,littoral de Sanikiluaq,Coastal Flooding,Inondations côtières,NU,NU
090132,Western Coastline of Axel Heiberg Island incl. Strand Bay,littoral ouest de l'île Axel Heiberg incl. la baie Strand,Coastal Flooding,Inondations côtières,NU,NU
090133,Shoreline of Nansen Sound and Greely Flord incl. Eureka ,rives du détroit de Nansen et du fjord Greely Flord incluant Eureka,Coastal Flooding,Inondations côtières,NU,NU
090135,Northeastern Coastline of Ellesmere Isl.: Fort Conger to John Richardson Bay incl. Lady Franklin Bay,littoral nord-est de l’île d’Ellesmere : de Fort Conger à la baie John Richardson incl. la baie Lady Franklin ,Coastal Flooding,Inondations côtières,NU,NU
090136,Shoreline of Great Bear Lake,rives du Grand lac de l'Ours,Coastal Flooding,Inondations côtières,NT,NT
090137,Shoreline of Great Slave Lake Basin,rives du bassin du Grand lac des Esclaves,Coastal Flooding,Inondations côtières,NT,NT
090138,Shoreline of Great Slave Lake - North Arm,rives du Grand lac des Esclaves - bras nord,Coastal Flooding,Inondations côtières,NT,NT
090139,Shoreline of Great Slave Lake - East Arm,rives du Grand lac des Esclaves - bras est,Coastal Flooding,Inondations côtières,NT,NT
090140,Coastline from Yukon Border to Mackenzie Bay,littoral de la frontière du Yukon à la baie Mackenzie,Coastal Flooding,Inondations côtières,NT,NT
090141,Coastline from Mackenzie Bay to McKinley Bay incl. Tuktoyaktuk,littoral de la baie Mackenzie à la baie McKinley incl. Tuktoyaktuk,Coastal Flooding,Inondations côtières,NT,NT
090142,Shoreline from McKinley Bay to Bathurst Peninsula incl. Liverpool Bay,rives de la baie McKinley à la péninsule Bathurst incl. la baie Liverpool,Coastal Flooding,Inondations côtières,NT,NT
090143,Coastline from Bathurst Peninsula to Cape Perry incl. Franklin Bay,littoral de la péninsule Bathurst au cap Perry incl. la baie Franklin,Coastal Flooding,Inondations côtières,NT,NT
090144,Coastline of Darnley Bay incl. Paulatuk,littoral de la baie Darnley incl. Paulatuk,Coastal Flooding,Inondations côtières,NT,NT
090145,Coastline along Tuktut Nogait National Park to Nunavut Border,littoral le long du parc national Tuktut Nogait à la frontière du Nunavut,Coastal Flooding,Inondations côtières,NT,NT
090154,Fort Simpson,Fort Simpson,Air Quality,Qualité de l'air,NT,NT
090155,Yukon Coastline,littoral du Yukon,Coastal Flooding,Inondations côtières,YT,YT
090156,Coastline of Yukon incl. Herschel Island,littoral du Yukon incl. l'île Herschel,Coastal Flooding,Inondations côtières,YT,YT
090157,Southern Shoreline of Rae Strait incl. Shoreline of Rasmussen Basin,rives sud du détroit de Rae incl. les rives du bassin Rasmussen,Coastal Flooding,Inondations côtières,NU,NU
090158,Southwestern Coastline of Boothia Peninsula incl. Taloyoak,littoral sud-ouest de la presqu'île de Boothia incl. Taloyoak,Coastal Flooding,Inondations côtières,NU,NU
090159,Southern Coastline of King William Isl. incl. Gjoa Haven and Douglas Bay (Kangiqługřuaq),littoral sud de l'île King William incl. Gjoa Haven et la baie Douglas (Kangiqługřuaq),Coastal Flooding,Inondations côtières,NU,NU
090160,Southwestern Coastline of King William Island incl. Terror Bay,littoral sud-ouest de l'île King William incl. la baie Terror,Coastal Flooding,Inondations côtières,NU,NU
090161,Northern Coastline of King William Isl.: Erebus Bay to Gibson Peninsula incl. Cape Felix,littoral nord de l'île King William: de la baie Erebus à la péninsule Gibson incl. le cap Felix,Coastal Flooding,Inondations côtières,NU,NU
090162,Shoreline of Pelly Bay incl. Kugaaruk,rives de la baie Pelly incl. Kugaaruk,Coastal Flooding,Inondations côtières,NU,NU
090163,Shoreline of Committee Bay (Akuliup Imanga),rives de la baie Committee (Akuliup Imanga),Coastal Flooding,Inondations côtières,NU,NU
090164,Western Coastline of Melville Peninsula incl. Garry Bay,littoral ouest de la presqu'île Melville incl. la baie Garry,Coastal Flooding,Inondations côtières,NU,NU
090165,Coastline of Igloolik incl. Nirlirnaqtuuq and Hooper Inlet,littoral d'Igloolik incl. Nirlirnaqtuuq et le bras Hooper,Coastal Flooding,Inondations côtières,NU,NU
090166,Coastline of Sanirajak incl. Parry Bay,littoral de Sanirajak incl. la baie Parry,Coastal Flooding,Inondations côtières,NU,NU
090167,Eastern Coastline of Melville Peninsula from Parry Bay to Foxe Channel,littoral est de la presqu'île Melville de la baie Parry au détroit de Foxe,Coastal Flooding,Inondations côtières,NU,NU
090168,Southeast Coastline of Southampton Island: Bell Peninsula,littoral sud-est de l'île Southampton - péninsule Bell,Coastal Flooding,Inondations côtières,NU,NU
090169,Southern Coastline of Southampton Island incl. Coral Harbour,littoral sud de l'île Southampton incl. Coral Harbour,Coastal Flooding,Inondations côtières,NU,NU
090170,Southwestern Coastline of Southampton Isl.: West of Coral Harbour incl. Bay of Gods Mercy,littoral sud-ouest de l'île Southampton: l'ouest de Coral Harbour incl. la baie de Gods Mercy,Coastal Flooding,Inondations côtières,NU,NU
090171,Coastline from Rockhouse Island to Fullerton,littoral de l'île Rockhouse à Fullerton,Coastal Flooding,Inondations côtières,NU,NU
090172,Coastline of Baker Lake,littoral du lac Baker,Coastal Flooding,Inondations côtières,NU,NU
090173,Coastline of Chesterfield Inlet to Pikiuliarjuk (Baird Bay),littoral de Chesterfield Inlet à Pikiuliarjuk (baie Baird),Coastal Flooding,Inondations côtières,NU,NU
090174,Coastline of Rankin Inlet incl. Marble Island (Uqsuriaq),littoral de Rankin Inlet incl. l'île Marble (Uqsuriaq),Coastal Flooding,Inondations côtières,NU,NU
090175,Coastline of Whale Cove incl. Pistol Bay,littoral de Whale Cove incl. la baie Pistol,Coastal Flooding,Inondations côtières,NU,NU
090176,Coastline from Maguse River to Tavani incl. Bibby Island,littoral de Maguse River à Tavani incl. l'île Bibby,Coastal Flooding,Inondations côtières,NU,NU
090177,Coastline of Arviat: Maguse River to Arviaraarjuk,littoral d'Arviat de Maguse River à Arviaraarjuk,Coastal Flooding,Inondations côtières,NU,NU
090178,Southern Kivalliq Coastline from Nunalla to Arviaraarjuk,littoral du sud du Kivalliq de Nunalla à Arviaraarjuk,Coastal Flooding,Inondations côtières,NU,NU
090179,Northern Shoreline of Foxe Basin: Siorarsuk Peninsula to Bray Isl. incl. Steensby Inlet,rives nord du bassin Foxe: de la péninsule Siorarsuk à l'île Bray incl. le bras Steensby,Coastal Flooding,Inondations côtières,NU,NU
090180,Northeastern Shoreline of Foxe Basin incl. Prince Charles Island,rives nord-est du bassin Foxe incl. l'île Prince-Charles,Coastal Flooding,Inondations côtières,NU,NU
090181,Coastline of Dewey Soper (Isulijarnik) Migratory Bird Sanctuary,littoral du refuge d’oiseaux migrateurs Dewey-Soper (Isulijarnik),Coastal Flooding,Inondations côtières,NU,NU
090182,Western and Northern Coastline of Foxe Peninsula incl. Nuwata and Bowman Bay,littoral ouest et nord de la péninsule Foxe incl. Nuwata et la baie Bowman,Coastal Flooding,Inondations côtières,NU,NU
090183,Southern Coastline of Foxe Peninsulav incl. Kinngait,littoral sud de la péninsule Foxe incl. Kinngait,Coastal Flooding,Inondations côtières,NU,NU
090184,Southern Coastline of Baffin Island from Aquiatulavik Point to Big Island,littoral sud de l'île de Baffin de la pointe Aquiatulavikà l'île Big,Coastal Flooding,Inondations côtières,NU,NU
090185,Kimmirut Coastline incl. McKellar Bay,littoral de Kimmirut incl. la baie McKellar,Coastal Flooding,Inondations côtières,NU,NU
090186,Southeastern Coastline of Meta Incognita Peninsula: Carew Bay (Tasiujarjuaq) to Nannuk Harbour,littoral sud-est de la péninsule Meta Incognita: de la baie Carew (Tasiujarjuaq) au havre Nannuk,Coastal Flooding,Inondations côtières,NU,NU
090187,Coastlines near Resolution Island (Tujjaat),littoraux près de l'île Resolution (Tujjaat),Coastal Flooding,Inondations côtières,NU,NU
090188,Southern Shoreline of Frobisher Bay: Bishop Island to Potter Island,rives sud de la baie Frobisher de l'île Bishop à l'île Potter,Coastal Flooding,Inondations côtières,NU,NU
090189,Iqaluit Coastline and Headwaters of Frobisher Bay incl. Sylvia Grinnell Territorial Park and Foul Inlet,littoral d'Iqaluit et l'amont de la baie Frobisher incl. le parc territorial Sylvia Grinnell et le bras Foul,Coastal Flooding,Inondations côtières,NU,NU
090190,Northern Shoreline of Frobisher Bay: Tarr Inlet to Loks Land,rives nord de la baie Frobisher du bras Tarr à l'île Loks Land,Coastal Flooding,Inondations côtières,NU,NU
090191,Southern Shoreline of Cumberland Sound from Kipisa to Loks Land incl. Brevoort Isl.,rives sud de la baie Cumberland de Kipisa à Loks Land incl. l'île Brevoort,Coastal Flooding,Inondations côtières,NU,NU
090192,Shoreline of Cumberland Sound West of Pangnirtung to Kipisa incl. Opingivik,rives de la baie Cumberland de l'ouest de Pangnirtung à Kipisa incl. Opingivik,Coastal Flooding,Inondations côtières,NU,NU
090193,Coastline of Pangnirtung,littoral de Pangnirtung,Coastal Flooding,Inondations côtières,NU,NU
090194,Northern Shoreline of Cumberland Sound incl. Kingnait Fiord and Kekerten Isl.,rives nord de la baie Cumberland incl. le fjord Kingnait et l'île Kekerten,Coastal Flooding,Inondations côtières,NU,NU
090195,Baffin Isl. Coastline from Padloping Isl. (Paallavvik) to Cape Mercy incl. Cape Dyer,littoral de l'île de Baffin de l'île Padloping (Paallavvik) au cap Mercy incl. le cap Dyer,Coastal Flooding,Inondations côtières,NU,NU
090196,Coastline of Baffin Isl. from Kekertaluk Isl. to Kangaarjuuk incl. Qikiqtarjuaq and Kivitoo,littoral de l'île de Baffin de l'île Kekertaluk à Kangaarjuuk incl. Qikiqtarjuaq et Kivitoo,Coastal Flooding,Inondations côtières,NU,NU
090197,Coastline of Baffin Isl. from Clyde Inlet to Kekertaluk Isl. incl. Isabella Bay and Home Bay,littoral de l'île de Baffin de l'inlet Clyde à l'île Kekertaluk incl. la baie Isabella Bay et la baie Home,Coastal Flooding,Inondations côtières,NU,NU
090198,Shoreline of Clyde Inlet incl. Clyde River and Niaqurnaaluk,rives de l'inlet Clyde incl. Clyde River et Niaqurnaaluk,Coastal Flooding,Inondations côtières,NU,NU
